기준_년분기_코드,상권_코드_명,임대료,임대료_전년동분기_상승률(%),일반_점포_수,총_점포_수(유사업종),개업_점포_수,폐업_점포_수,프랜차이즈_점포_수,개업률_재계산(%),폐업률_재계산(%),점포교체율(%),프랜차이즈비율(%),폐업률_전년동분기_변화(%p),점포교체율_전년동분기_변화(%p),프랜차이즈비율_전년동분기_변화(%p),예상_원본상권_수,관측된_원본상권_수,매칭_원본상권명,매칭_주의
기준_년분기_코드	상권_코드_명	임대료	임대료_전년동분기_상승률(%)	일반_점포_수	총_점포_수(유사업종)	개업_점포_수	폐업_점포_수	프랜차이즈_점포_수	개업률_재계산(%)	폐업률_재계산(%)	점포교체율(%)	프랜차이즈비율(%)	폐업률_전년동분기_변화(%p)	점포교체율_전년동분기_변화(%p)	프랜차이즈비율_전년동분기_변화(%p)	예상_원본상권_수	관측된_원본상권_수	매칭_원본상권명	매칭_주의
20241	방산시장			411	419	8	12	8	1.9093	2.8640	4.7733	1.9093	0.7612	0.8013	0.5074	1	1	방산종합시장(방산시장)[전통시장]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20242	방산시장			420	428	11	2	8	2.5701	0.4673	3.0374	1.8692	-2.3562	-1.9038	0.2221	1	1	방산종합시장(방산시장)[전통시장]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20243	방산시장	72.9		421	430	13	11	9	3.0233	2.5581	5.5814	2.0930	0.9111	2.2873	0.6813	1	1	방산종합시장(방산시장)[전통시장]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20244	방산시장	72.9		425	434	12	7	9	2.7650	1.6129	4.3779	2.0737	0.1945	2.0138	0.6553	1	1	방산종합시장(방산시장)[전통시장]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20251	방산시장	72.8		419	428	2	8	9	0.4673	1.8692	2.3364	2.1028	-0.9948	-2.4368	0.1935	1	1	방산종합시장(방산시장)[전통시장]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20252	방산시장	72.8		421	429	6	5	8	1.3986	1.1655	2.5641	1.8648	0.6982	-0.4733	-0.0044	1	1	방산종합시장(방산시장)[전통시장]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20253	방산시장	72.7	-0.2743	423	432	13	10	9	3.0093	2.3148	5.3241	2.0833	-0.2433	-0.2573	-0.0097	1	1	방산종합시장(방산시장)[전통시장]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20254	방산시장	72.8	-0.1372	432	443	18	7	11	4.0632	1.5801	5.6433	2.4831	-0.0328	1.2655	0.4093	1	1	방산종합시장(방산시장)[전통시장]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20261	방산시장	71.3	-2.0604													1	0	방산종합시장(방산시장)[전통시장]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20211	북촌			482	534	12	11	52	2.2472	2.0599	4.3071	9.7378				1	1	북촌(안국역)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20212	북촌			485	539	18	13	54	3.3395	2.4119	5.7514	10.0186				1	1	북촌(안국역)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20213	북촌			491	543	12	8	52	2.2099	1.4733	3.6832	9.5764				1	1	북촌(안국역)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20214	북촌			508	560	36	19	52	6.4286	3.3929	9.8214	9.2857				1	1	북촌(안국역)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20221	북촌			516	567	20	13	51	3.5273	2.2928	5.8201	8.9947	0.2328	1.5130	-0.7431	1	1	북촌(안국역)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20222	북촌			517	567	10	10	50	1.7637	1.7637	3.5273	8.8183	-0.6482	-2.2241	-1.2002	1	1	북촌(안국역)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20223	북촌			522	572	14	9	50	2.4476	1.5734	4.0210	8.7413	0.1001	0.3377	-0.8352	1	1	북촌(안국역)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20224	북촌			537	588	29	13	51	4.9320	2.2109	7.1429	8.6735	-1.1820	-2.6786	-0.6122	1	1	북촌(안국역)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20231	북촌			540	589	15	14	49	2.5467	2.3769	4.9236	8.3192	0.0841	-0.8965	-0.6755	1	1	북촌(안국역)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20232	북촌			547	594	18	13	47	3.0303	2.1886	5.2189	7.9125	0.4249	1.6915	-0.9059	1	1	북촌(안국역)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20233	북촌			544	589	15	20	45	2.5467	3.3956	5.9423	7.6401	1.8222	1.9213	-1.1012	1	1	북촌(안국역)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20234	북촌			542	586	10	13	44	1.7065	2.2184	3.9249	7.5085	0.0075	-3.2179	-1.1649	1	1	북촌(안국역)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20241	북촌			537	580	22	28	43	3.7931	4.8276	8.6207	7.4138	2.4507	3.6971	-0.9054	1	1	북촌(안국역)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20242	북촌			547	591	21	10	44	3.5533	1.6920	5.2453	7.4450	-0.4965	0.0265	-0.4674	1	1	북촌(안국역)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20243	북촌	97.3		550	594	16	13	44	2.6936	2.1886	4.8822	7.4074	-1.2070	-1.0601	-0.2327	1	1	북촌(안국역)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20244	북촌	97.5		557	600	14	8	43	2.3333	1.3333	3.6667	7.1667	-0.8851	-0.2582	-0.3419	1	1	북촌(안국역)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20251	북촌	97.4		558	602	15	12	44	2.4917	1.9934	4.4850	7.3090	-2.8342	-4.1356	-0.1048	1	1	북촌(안국역)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20252	북촌	97.6		556	600	8	10	44	1.3333	1.6667	3.0000	7.3333	-0.0254	-2.2453	-0.1117	1	1	북촌(안국역)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20253	북촌	98.1	0.8222	554	599	15	17	45	2.5042	2.8381	5.3422	7.5125	0.6495	0.4601	0.1051	1	1	북촌(안국역)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20254	북촌	98.7	1.2308	554	596	13	16	42	2.1812	2.6846	4.8658	7.0470	1.3512	1.1991	-0.1197	1	1	북촌(안국역)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20261	북촌	99.5	2.1561													1	0	북촌(안국역)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20211	서촌			549	568	9	19	19	1.5845	3.3451	4.9296	3.3451				1	1	서촌(경복궁역)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20212	서촌			547	566	17	19	19	3.0035	3.3569	6.3604	3.3569				1	1	서촌(경복궁역)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20213	서촌			553	572	18	12	19	3.1469	2.0979	5.2448	3.3217				1	1	서촌(경복궁역)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20214	서촌			555	574	9	7	19	1.5679	1.2195	2.7875	3.3101				1	1	서촌(경복궁역)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20221	서촌			558	577	18	15	19	3.1196	2.5997	5.7192	3.2929	-0.7454	0.7897	-0.0522	1	1	서촌(경복궁역)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20222	서촌			575	594	23	6	19	3.8721	1.0101	4.8822	3.1987	-2.3468	-1.4783	-0.1582	1	1	서촌(경복궁역)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20223	서촌			578	598	15	11	20	2.5084	1.8395	4.3478	3.3445	-0.2584	-0.8969	0.0228	1	1	서촌(경복궁역)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20224	서촌			593	613	22	7	20	3.5889	1.1419	4.7308	3.2626	-0.0776	1.9434	-0.0475	1	1	서촌(경복궁역)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20231	서촌			596	615	18	16	19	2.9268	2.6016	5.5285	3.0894	0.0020	-0.1908	-0.2035	1	1	서촌(경복궁역)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20232	서촌			603	623	18	10	20	2.8892	1.6051	4.4944	3.2103	0.5950	-0.3878	0.0116	1	1	서촌(경복궁역)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20233	서촌			605	626	12	9	21	1.9169	1.4377	3.3546	3.3546	-0.4018	-0.9932	0.0102	1	1	서촌(경복궁역)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20234	서촌			604	625	11	12	21	1.7600	1.9200	3.6800	3.3600	0.7781	-1.0508	0.0974	1	1	서촌(경복궁역)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20241	서촌			613	636	25	14	23	3.9308	2.2013	6.1321	3.6164	-0.4004	0.6036	0.5269	1	1	서촌(경복궁역)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20242	서촌			619	641	22	17	22	3.4321	2.6521	6.0842	3.4321	1.0470	1.5899	0.2219	1	1	서촌(경복궁역)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20243	서촌	43.6		622	644	16	13	22	2.4845	2.0186	4.5031	3.4161	0.5809	1.1485	0.0615	1	1	서촌(경복궁역)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20244	서촌	43.7		624	646	17	15	22	2.6316	2.3220	4.9536	3.4056	0.4020	1.2736	0.0456	1	1	서촌(경복궁역)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20251	서촌	43.5		626	651	19	16	25	2.9186	2.4578	5.3763	3.8402	0.2565	-0.7557	0.2239	1	1	서촌(경복궁역)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20252	서촌	43.6		627	652	14	10	25	2.1472	1.5337	3.6810	3.8344	-1.1184	-2.4033	0.4022	1	1	서촌(경복궁역)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20253	서촌	43.9	0.6881	624	649	16	18	25	2.4653	2.7735	5.2388	3.8521	0.7549	0.7357	0.4359	1	1	서촌(경복궁역)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20254	서촌	44.2	1.1442	628	653	14	11	25	2.1440	1.6845	3.8285	3.8285	-0.6374	-1.1251	0.4229	1	1	서촌(경복궁역)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20261	서촌	44.6	2.5287													1	0	서촌(경복궁역)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20211	시청			2745	2968	73	69	223	2.4596	2.3248	4.7844	7.5135				5	5	서울시청[발달상권] | 시청역_1번[발달상권] | 시청역_8번[발달상권] | 북창동(시청역_6번)[발달상권] | 롯데백화점(시청광장 지하쇼핑센터)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20212	시청			2748	2969	51	50	221	1.7178	1.6841	3.4018	7.4436				5	5	서울시청[발달상권] | 시청역_1번[발달상권] | 시청역_8번[발달상권] | 북창동(시청역_6번)[발달상권] | 롯데백화점(시청광장 지하쇼핑센터)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20213	시청			2758	2972	55	52	214	1.8506	1.7497	3.6003	7.2005				5	5	서울시청[발달상권] | 시청역_1번[발달상권] | 시청역_8번[발달상권] | 북창동(시청역_6번)[발달상권] | 롯데백화점(시청광장 지하쇼핑센터)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20214	시청			2767	2975	60	57	208	2.0168	1.9160	3.9328	6.9916				5	5	서울시청[발달상권] | 시청역_1번[발달상권] | 시청역_8번[발달상권] | 북창동(시청역_6번)[발달상권] | 롯데백화점(시청광장 지하쇼핑센터)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20221	시청			2779	2986	54	43	207	1.8084	1.4401	3.2485	6.9324	-0.8847	-1.5359	-0.5811	5	5	서울시청[발달상권] | 시청역_1번[발달상권] | 시청역_8번[발달상권] | 북창동(시청역_6번)[발달상권] | 롯데백화점(시청광장 지하쇼핑센터)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20222	시청			2805	3015	52	23	210	1.7247	0.7629	2.4876	6.9652	-0.9212	-0.9143	-0.4784	5	5	서울시청[발달상권] | 시청역_1번[발달상권] | 시청역_8번[발달상권] | 북창동(시청역_6번)[발달상권] | 롯데백화점(시청광장 지하쇼핑센터)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20223	시청			2814	3026	71	60	212	2.3463	1.9828	4.3291	7.0059	0.2332	0.7289	-0.1946	5	5	서울시청[발달상권] | 시청역_1번[발달상권] | 시청역_8번[발달상권] | 북창동(시청역_6번)[발달상권] | 롯데백화점(시청광장 지하쇼핑센터)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20224	시청			2838	3051	83	58	213	2.7204	1.9010	4.6214	6.9813	-0.0150	0.6887	-0.0103	5	5	서울시청[발달상권] | 시청역_1번[발달상권] | 시청역_8번[발달상권] | 북창동(시청역_6번)[발달상권] | 롯데백화점(시청광장 지하쇼핑센터)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20231	시청			2831	3047	66	70	216	2.1661	2.2973	4.4634	7.0889	0.8573	1.2149	0.1566	5	5	서울시청[발달상권] | 시청역_1번[발달상권] | 시청역_8번[발달상권] | 북창동(시청역_6번)[발달상권] | 롯데백화점(시청광장 지하쇼핑센터)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20232	시청			2819	3039	58	66	220	1.9085	2.1718	4.0803	7.2392	1.4089	1.5927	0.2740	5	5	서울시청[발달상권] | 시청역_1번[발달상권] | 시청역_8번[발달상권] | 북창동(시청역_6번)[발달상권] | 롯데백화점(시청광장 지하쇼핑센터)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20233	시청			2820	3042	65	62	222	2.1368	2.0381	4.1749	7.2978	0.0553	-0.1543	0.2919	5	5	서울시청[발달상권] | 시청역_1번[발달상권] | 시청역_8번[발달상권] | 북창동(시청역_6번)[발달상권] | 롯데백화점(시청광장 지하쇼핑센터)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20234	시청			2800	3023	38	57	223	1.2570	1.8855	3.1426	7.3768	-0.0155	-1.4789	0.3955	5	5	서울시청[발달상권] | 시청역_1번[발달상권] | 시청역_8번[발달상권] | 북창동(시청역_6번)[발달상권] | 롯데백화점(시청광장 지하쇼핑센터)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20241	시청			2788	3008	31	46	220	1.0306	1.5293	2.5598	7.3138	-0.7681	-1.9036	0.2249	5	5	서울시청[발달상권] | 시청역_1번[발달상권] | 시청역_8번[발달상권] | 북창동(시청역_6번)[발달상권] | 롯데백화점(시청광장 지하쇼핑센터)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20242	시청			2794	3012	38	34	218	1.2616	1.1288	2.3904	7.2377	-1.0429	-1.6899	-0.0015	5	5	서울시청[발달상권] | 시청역_1번[발달상권] | 시청역_8번[발달상권] | 북창동(시청역_6번)[발달상권] | 롯데백화점(시청광장 지하쇼핑센터)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20243	시청	95.7		2766	2985	28	55	219	0.9380	1.8425	2.7806	7.3367	-0.1956	-1.3943	0.0389	5	5	서울시청[발달상권] | 시청역_1번[발달상권] | 시청역_8번[발달상권] | 북창동(시청역_6번)[발달상권] | 롯데백화점(시청광장 지하쇼핑센터)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20244	시청	95.8		2745	2965	19	39	220	0.6408	1.3153	1.9562	7.4199	-0.5702	-1.1864	0.0431	5	5	서울시청[발달상권] | 시청역_1번[발달상권] | 시청역_8번[발달상권] | 북창동(시청역_6번)[발달상권] | 롯데백화점(시청광장 지하쇼핑센터)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
